imageName X Y Z Omega Phi Kappa
IMG_5572.JPG 384433.62243627087 5708747.1671070084 124.86675352494953 123.85908834811212 -23.309821784121393 104.39495294875461
IMG_5574.JPG 384432.88702042773 5708747.8218350494 124.86737179738152 124.6049894457261 -24.575512131596582 105.54166556954677
IMG_5576.JPG 384432.23174549325 5708748.3857813422 124.87227463319712 125.4545064467049 -23.791235850741572 105.90376739421805
IMG_5578.JPG 384431.30115670629 5708748.9773960263 124.81550208034668 110.31150043933852 -32.71888497016203 98.742787200763956
IMG_5580.JPG 384430.63508527383 5708749.2172591444 124.78674537900037 105.63935281250318 -31.786863492842372 95.845113888491028
IMG_5582.JPG 384430.00752282294 5708749.6512795733 124.85515819256717 120.2418877840941 -23.260710115565249 104.37218225869215
IMG_5584.JPG 384429.85505192156 5708752.7688229876 124.89362976795552 135.4302744291457 -26.694567335728518 115.5351981010388
IMG_5586.JPG 384428.81527689099 5708753.3883073386 124.79602811626843 106.4774241472692 -35.493513947989022 95.873349248559478
IMG_5588.JPG 384427.67198455165 5708753.8126377063 124.866115614234 129.92780458183071 -28.108260955403793 116.1773441236961
IMG_5590.JPG 384426.49839233363 5708754.2611068934 124.79245303203196 109.22352727937512 -31.114542633251052 99.594454953585611
IMG_5592.JPG 384425.65341572918 5708754.4791127248 124.83631422662825 124.84009897037757 -29.361374403157882 109.28178942905197
IMG_5594.JPG 384422.42572332465 5708753.5631547105 124.75163206316971 114.63453906273298 -31.054318758372332 105.71174100103914
IMG_5596.JPG 384421.14831090835 5708754.5943563571 124.6766054028048 107.48770298203596 -30.723545996001636 100.16327553804113
IMG_5598.JPG 384419.50524035015 5708755.5774704646 124.68620192244101 148.49408766296551 -63.57154939155393 52.876234549060186
IMG_5600.JPG 384418.31148068281 5708756.4427385293 124.67484178955849 113.13854822041463 -37.616454226495399 104.96894048870151
IMG_5602.JPG 384416.34085041867 5708757.6434486108 124.64025856711611 113.25540851153845 -47.059326534611344 108.5975204754418
IMG_5604.JPG 384414.81325586099 5708758.8982533105 124.63076328124293 118.51421133270955 -53.120693687977386 114.97269882995758
IMG_5606.JPG 384413.27807804698 5708760.2285243059 124.62378790737083 123.87468147215799 -59.201418228773306 119.61346178013281
IMG_5608.JPG 384412.83275657595 5708761.3507541744 124.65248091036889 124.73726125431928 -60.124764669467282 120.7576636192549
IMG_5610.JPG 384413.57291186374 5708763.442919434 124.70425393130276 126.76790255060462 -61.319727772708539 120.411229247606
IMG_5612.JPG 384414.36089518847 5708764.6441355348 124.6994809271489 139.80199694026808 -69.418814674863384 135.86423168031627
IMG_5614.JPG 384415.3714778779 5708765.5754052904 124.68000950215054 122.14808102305412 -63.73525621134371 119.00372425393996
IMG_5616.JPG 384415.90989437356 5708767.5025357157 124.62183568886647 123.69942716760333 -71.237646188475708 124.08073393076933
IMG_5618.JPG 384416.69141776388 5708768.6882257564 124.63887024217476 121.66416430732598 -68.221671747417474 124.60285189635633
IMG_5620.JPG 384417.48769276071 5708769.8603174817 124.67965473494397 130.99947196313181 -73.173366584852005 131.98955284491748
IMG_5622.JPG 384418.2151280996 5708770.841182488 124.69430341523288 -144.25962828413964 -72.001185616891107 -140.34306728356472
IMG_5624.JPG 384419.00607763219 5708771.8239638992 124.69300523546144 -158.17401806212334 -77.922918066449881 -160.00142129104918
IMG_5626.JPG 384419.71968135418 5708772.8243963066 124.67996136558227 179.8710728369519 -82.794830623961019 179.80975129318472
IMG_5628.JPG 384420.15936352173 5708773.6702010706 124.71803159793285 -134.5150605827325 -73.842098071787305 -137.37616720249383
IMG_5630.JPG 384420.76764191844 5708774.7325028563 124.7186688476791 -112.59172652544227 -66.378093893346175 -111.96529975902237
IMG_5632.JPG 384421.15788070014 5708775.5967156477 124.82332360717731 -153.31993950329317 -52.168611791088267 -151.93063832403826
IMG_5634.JPG 384421.85457121884 5708776.4936432522 124.75558825074138 -125.45369292720423 -64.533440675485494 -128.30263652478101
IMG_5636.JPG 384422.52529885166 5708777.6273473054 124.87349609690294 -154.61221138671084 -46.042662338408348 -147.30426057741886
IMG_5638.JPG 384423.07107412018 5708778.6262844512 124.80490245559785 -127.59507883973636 -60.345314960641311 -122.38366862700865
IMG_5640.JPG 384423.69440338103 5708779.3120538257 124.92421073804917 -170.65142144323673 -50.355862426493971 -166.16752638370994
IMG_5642.JPG 384424.22061250708 5708779.9093019227 124.91501793841883 -144.86805489687671 -50.781081087396871 -138.76310232501973
IMG_5644.JPG 384424.55667206441 5708781.0358163873 124.86903600434928 -113.79657341726974 -56.957324010962502 -111.29914588298932
IMG_5646.JPG 384424.95442557626 5708781.7119633798 125.00277017809833 -167.15167024208799 -43.798093616628179 -157.36179631014448
IMG_5648.JPG 384425.27946510533 5708782.6135609802 124.9057010944243 -117.72069600903535 -49.27746020102294 -113.40814396086799
IMG_5650.JPG 384424.64575703163 5708783.768504994 125.02801982284701 -143.01367352429395 -46.306103367909245 -132.11099172021005
IMG_5652.JPG 384423.94186720072 5708784.5644726297 125.0695000516871 -143.91230550501754 -44.794985260553929 -131.08293661247848
IMG_5654.JPG 384424.48066980485 5708785.6057353243 124.97263661955446 -112.17320343468002 -51.812097561800201 -108.60935686336808
IMG_5656.JPG 384424.93179065851 5708786.6706352988 124.99571970135597 -140.58045466468295 -45.126774045773907 -128.17580334146265
IMG_5658.JPG 384424.96358812443 5708787.3115575779 124.92145346254459 -110.01118770975511 -59.237974683773238 -106.37955233556106
IMG_5660.JPG 384425.45088291849 5708788.0877385838 125.03326233364939 -135.30070242315492 -52.108209133209051 -128.95501696691792
IMG_5662.JPG 384425.6929866026 5708788.8593239244 125.06430564343597 -143.03406667261405 -49.522304280202626 -132.53736006048501
IMG_5664.JPG 384426.346396762 5708789.6005185368 124.98676666566587 -107.26243300435804 -58.262277828915586 -107.16647595347607
IMG_5666.JPG 384427.76570358482 5708789.5710692639 124.98817730828151 -123.0428128406847 -55.665015175542756 -118.73035457348168
IMG_5668.JPG 384428.42835355375 5708789.8587636137 124.9442926723347 -124.55310816787676 -62.813087197086723 -119.55348673366046
IMG_5670.JPG 384429.59371027997 5708790.1637481051 124.95714354625576 -141.8108168993777 -44.748375185538201 -132.56111543497872
IMG_5672.JPG 384430.3283457947 5708790.5246250201 124.90990420542067 -119.08255347877815 -54.090179590365501 -116.66338610721183
IMG_5674.JPG 384431.16996441991 5708791.3287979271 125.0314609575064 -152.77366580490335 -44.922194060464484 -144.10656259442828
IMG_5676.JPG 384432.00681791332 5708792.1143469233 125.0335559927299 -145.7467355163642 -46.107353416830875 -137.69365865264709
IMG_5678.JPG 384432.60146361042 5708792.6782824267 125.00630601457874 -138.96675127500609 -52.650737697998437 -135.10575818303298
IMG_5680.JPG 384433.14740267617 5708793.4076356171 124.98840268386535 -117.18016623443961 -56.906406343202008 -117.70616073838458
IMG_5682.JPG 384433.69981434772 5708793.9241711712 125.00199103048669 -121.01123350146396 -53.179665313655171 -116.14399106610149
IMG_5684.JPG 384434.48347439652 5708794.611932206 125.03151458248482 -120.29438985960684 -52.068422309272599 -116.89594748830351
IMG_5686.JPG 384434.91966990102 5708795.8691165624 125.03836882472348 -112.45559453339335 -41.564244946453208 -105.58800673285033
IMG_5688.JPG 384435.70868026966 5708796.6845748564 125.0835078760763 -129.77307548324521 -28.347028386650106 -109.9655053676934
IMG_5690.JPG 384436.59194334905 5708798.0788021898 125.1110576463259 -126.48354079336855 -25.206903838224612 -106.78628729948929
IMG_5692.JPG 384437.06759590306 5708798.5397601733 125.06102698309792 -106.83072424792532 -22.443058699340686 -98.284660646705873
IMG_5694.JPG 384437.63206416951 5708798.9115564115 125.12294691688986 -119.69923897105691 -19.136626310817029 -98.441131653910077
IMG_5696.JPG 384438.44544677384 5708799.1978706103 125.15421712061934 -119.78867988904027 -12.221086526997409 -98.295711730733188
IMG_5698.JPG 384439.1077626911 5708799.7298791101 125.16897243421465 -116.71781251477758 -12.230070537076859 -94.637597521350415
IMG_5700.JPG 384439.75160019903 5708800.0663837437 125.16050546074753 -102.48615568352312 -8.9985347051134603 -96.063170897173151
IMG_5702.JPG 384440.38414952537 5708800.7638997268 125.18116322670448 -101.74659823962514 -4.8226335860589682 -93.694544859746273
IMG_5704.JPG 384441.29754881695 5708801.6224041898 125.20468966433677 -100.46613827168785 1.553993512487192 -94.182752670573635
IMG_5706.JPG 384442.01454980153 5708803.4509648904 125.30664475616516 -120.9478572813871 0.30127555606641609 -88.354444182970695
IMG_5708.JPG 384444.05112656771 5708803.2574269231 125.283183162467 -103.57204145458819 8.1127259130818281 -89.226136851516983
IMG_5710.JPG 384445.63730797183 5708804.6184836784 125.26299340517312 -103.25845350878126 14.146745051645892 -84.2993662691606
IMG_5712.JPG 384446.64948023454 5708804.8181143943 125.30821124805364 -113.82591607304822 12.420579308079231 -84.192894276399315
IMG_5714.JPG 384447.38541175227 5708805.1479230681 125.30039343449748 -113.15631237704883 14.617071531329765 -83.165744821189108
IMG_5716.JPG 384448.26983203006 5708805.5915553644 125.28139032491333 -118.56336990493955 19.04212264847812 -81.470095209118568
IMG_5718.JPG 384449.21248352272 5708805.5070794653 125.22395856656954 -103.48254616900081 23.928283178924872 -86.710482171599381
IMG_5720.JPG 384449.96648364514 5708805.4115129923 125.23525608066652 -106.78897128336546 27.946562442647149 -86.784650310294367
IMG_5722.JPG 384451.0973227736 5708805.256582466 125.24552928741591 -109.67864459265157 21.981624520236323 -87.33580708423996
IMG_5724.JPG 384452.08204995806 5708805.0642803228 125.29591304568771 -119.65384693800488 19.590306777710264 -74.567612667961811
IMG_5726.JPG 384452.72763644194 5708804.6029519951 125.25272654665403 -106.07160692115924 28.134233251588263 -83.550935040482941
IMG_5728.JPG 384453.92063797824 5708804.0312639251 125.28470852196354 -114.38628724320357 26.68120744036321 -78.667333867222993
IMG_5730.JPG 384455.59265711549 5708803.309721713 125.29481471707732 -114.04149325242994 28.986732766570515 -74.303763424623412
IMG_5732.JPG 384456.19839985168 5708802.2906654673 125.27655213219063 -107.57356377653159 26.953962173582173 -79.918878477227253
IMG_5734.JPG 384457.12992868171 5708801.5250899475 125.28671428956291 -113.88871833953397 24.988255324630703 -78.175898678656054
IMG_5736.JPG 384457.91072217649 5708801.0354053797 125.27131395235843 -112.20096145439659 28.376083089839753 -79.466976552421954
IMG_5738.JPG 384458.40545673791 5708800.5191677203 125.24775689431787 -102.93973709525831 29.641346544651402 -82.853615105041484
IMG_5740.JPG 384459.02815805143 5708799.8402920896 125.24095285845864 -104.28766775786825 27.220424614111572 -84.849513419937679
IMG_5742.JPG 384459.71970311936 5708799.2730803816 125.23942012640811 -105.0709138167532 31.05078546950363 -82.119724613968984
IMG_5744.JPG 384460.2740630809 5708798.6612576451 125.23443269837099 -104.97192949315466 32.041990353103806 -84.829050309430556
IMG_5746.JPG 384461.00894212176 5708798.3159115147 125.25762118546167 -114.73118518065544 25.98356127685194 -78.720266540334649
IMG_5748.JPG 384462.41453378333 5708797.469521706 125.28537453392607 -126.25072424023497 31.184846717526916 -69.286829818530805
IMG_5750.JPG 384463.06887574418 5708796.8675053734 125.26443063868905 -123.74759943498962 29.550074494832611 -70.812908628144356
IMG_5752.JPG 384463.64708289824 5708796.4186919602 125.20289346948627 -102.31588539747835 30.218588836135972 -85.365654635976256
IMG_5754.JPG 384464.3754805433 5708796.0691416869 125.19343897283926 -99.800749288934583 26.691810801533137 -86.421277673999114
IMG_5756.JPG 384465.1605464376 5708795.6880089445 125.18509964293096 -99.717025565590788 27.729942569979833 -86.343065505272421
IMG_5758.JPG 384466.37517312984 5708794.9685210818 125.21083609666128 -115.06013895875716 39.993549649702864 -73.450954231595688
IMG_5760.JPG 384467.0697011078 5708794.5923777027 125.1853592443683 -103.27314172555917 31.948009616956135 -83.396564709504361
IMG_5762.JPG 384470.63338527316 5708792.8917341409 125.19825641940034 -116.38452654232115 45.874466744608249 -72.519979672625624
IMG_5764.JPG 384471.17143618455 5708792.6105872309 125.18009709236266 -106.57688929547626 37.692053993644016 -80.182892281144476
IMG_5766.JPG 384471.30905173282 5708792.1217797091 125.15467570343944 -92.879907615237272 45.583665824822056 -92.633153315828693
IMG_5768.JPG 384471.88456090091 5708791.1749291644 125.22477937988 -116.36087142470464 46.345191429277691 -72.825939712439776
IMG_5770.JPG 384472.16980986443 5708789.9589516399 125.24100689565353 -113.33148225250036 44.703097234596669 -73.896663828940703
IMG_5772.JPG 384472.54366693675 5708788.7877796162 125.23588138439889 -108.01654059663609 48.957703057170747 -76.824457213427237
IMG_5774.JPG 384472.73746073182 5708787.6665571211 125.26068215067079 -109.6142144682369 52.28985920755855 -75.659896074123623
IMG_5776.JPG 384472.82406884449 5708786.5189349065 125.2814295160851 -111.65512432270263 56.729307493229875 -73.760974590985612
IMG_5778.JPG 384472.76683265954 5708785.5672418009 125.26136664173947 -111.47903914931895 54.485689490371087 -72.077513135157631
IMG_5780.JPG 384472.96430814016 5708784.2504322631 125.25057387170772 -110.1974511526397 61.083072527238556 -75.328478745575566
IMG_5782.JPG 384473.06674249488 5708782.9339036904 125.25253135415116 -120.44952223437616 66.946195646196898 -63.193783008955613
IMG_5784.JPG 384472.79416945617 5708781.7936746199 125.24274180459211 -130.68837495736926 69.016333227325731 -52.788973424681572
IMG_5786.JPG 384472.33815757703 5708780.7560641188 125.22305029430335 -128.57770668902802 71.624508872242217 -53.717221698165524
DSC05625.JPG 384419.88076750073 5708761.6160673657 125.27237306321368 97.736690987122785 -35.139452539436462 3.5538431683668006
DSC05627.JPG 384419.50901323138 5708761.1879512845 126.40554963983749 97.578714159351279 -34.831774659092851 3.3786239084315075
DSC05628.JPG 384419.13290357788 5708760.3663129183 127.66893850041055 76.964285805565353 -33.822353116251257 -8.1838042153506141
DSC05631.JPG 384423.37298725836 5708758.53211514 127.75660082935775 94.52533592490586 -34.072448471081849 1.1675705485405086
DSC05632.JPG 384423.80335114815 5708758.5732412888 127.8320000138911 94.550587877910743 -34.151316182444745 1.1690932029897851
DSC05633.JPG 384424.1952309999 5708758.7932826942 128.16296833972282 94.732618357390621 -34.306022624152114 1.2760609958660634
DSC05634.JPG 384424.62504868209 5708758.9957016576 128.44491677850343 95.128653630787497 -34.433518485215629 1.5071198934095382
DSC05635.JPG 384424.89729175932 5708758.8387494097 128.65178197683701 95.119313860126297 -34.507974555172389 1.5513374337708086
DSC05636.JPG 384425.15570214728 5708758.3769739261 128.85982438053793 95.253821453902404 -34.529644120307601 1.5754523483887792
DSC05637.JPG 384425.43566494092 5708757.6396506075 129.03618836130585 95.475953023752936 -34.556622290823185 1.7370508001621112
DSC05638.JPG 384425.63217692176 5708757.2769958405 129.01016691288905 95.399116315620603 -34.590273911453373 1.6963875219922115
DSC05639.JPG 384425.90309077105 5708756.8162899539 128.97949145635806 95.344461118594765 -34.632345516658098 1.6747989155439151
DSC05640.JPG 384426.34134208638 5708756.2248960175 128.91497039340646 95.169521779017842 -34.583697450815912 1.5925035616594809
DSC05641.JPG 384426.75802236551 5708755.951770355 128.89019060317807 95.172707050199278 -34.509296845404982 1.55816996315324
DSC05642.JPG 384427.52618893574 5708755.4185377592 129.00981575613727 95.06638282565828 -34.494866165919333 1.5340410978729091
DSC05643.JPG 384427.80824638042 5708755.1099715708 129.08299664985893 94.87003666754498 -34.547702769239187 1.4474861526594547
DSC05644.JPG 384428.06421153707 5708754.8170668138 129.08978008613724 94.79343142466611 -34.546359420219453 1.4899735940845853
DSC05645.JPG 384428.36593020707 5708754.5756401336 129.13019874491695 94.867906492515999 -34.524837663095461 1.5541347165762145
DSC05646.JPG 384428.58416805364 5708754.3315503336 129.14016759185421 94.951970587811076 -34.449622765055956 1.6894845131906544
DSC05647.JPG 384428.62308926636 5708753.8533651661 129.14247605052415 94.903176240722317 -34.477725205422189 1.6073104769219579
DSC05648.JPG 384428.99786927592 5708753.1188869001 129.13717287546032 109.99228664891733 -33.231528592604299 9.8724824721590476
DSC05649.JPG 384429.97985878261 5708752.0239031678 128.91464973428418 94.804224974625143 -34.321504030899582 1.6315743634724178
DSC05650.JPG 384430.62860981398 5708751.6751210894 128.80503556398199 89.265731594122229 -34.162964652981181 -1.4554336518162136
DSC05651.JPG 384431.50760275574 5708751.1970758056 128.7399750658526 97.127216001232924 -34.155394744492604 2.7447975815935086
DSC05652.JPG 384432.27878335281 5708750.8586718114 128.6276392544396 97.153856157590639 -34.300215851161319 2.6894561993730872
DSC05653.JPG 384432.62932848872 5708750.6538499044 128.62689961395051 97.24605132350591 -34.413727413929848 2.7064146911026303
DSC05654.JPG 384433.0909224014 5708750.2744513554 128.64637614838452 97.592866355317312 -34.473583069705093 2.8827498649072605
DSC05655.JPG 384433.68076850427 5708749.7776027629 128.68036436046611 97.660615465140125 -34.514362067314408 2.9175259434141254
DSC05656.JPG 384434.4676382452 5708749.1827814821 128.62808536822035 97.849159762010771 -34.713084600781627 2.9444652379719938
DSC05657.JPG 384435.51567252685 5708748.708433833 128.76186632425242 98.065286719968555 -34.864277034348028 3.1771888944282529
DSC05658.JPG 384436.57662973012 5708748.8302414697 128.76004214551676 94.909952891006284 -35.442638665853138 1.5482228808879195
DSC05659.JPG 384436.61353776295 5708748.7680555666 128.86002343751863 93.770125355438282 -35.485434406850658 0.89078927915645068
DSC05660.JPG 384435.65162090055 5708748.5731006106 129.16932075300855 93.529293540596626 -35.756727371927269 0.52690960944262977
DSC05661.JPG 384434.42497850757 5708748.7374087814 128.80879954751541 91.402919528024853 -35.590280132919162 -0.59874351795611103
DSC05662.JPG 384434.90394297609 5708748.2724027904 128.68822089616953 91.335108848856152 -35.607053651451082 -0.73849758038998758
DSC05663.JPG 384435.44693562848 5708747.9147337601 128.78696256846257 91.207039672002139 -35.588355723807645 -0.8410019708226919
DSC05664.JPG 384435.85484882403 5708747.6242803931 128.95493809987067 91.15323543933215 -35.52431281268106 -0.83847140039178469
DSC05665.JPG 384436.41017790488 5708747.1985289492 128.98742983571083 91.145908765528617 -35.480676726594261 -0.72759528355931058
DSC05666.JPG 384437.40883795737 5708746.4420087691 128.98117985447084 91.556543484518713 -35.359946113721747 -0.42541230092347704
DSC05667.JPG 384437.75126731233 5708746.2146128081 128.98466069602819 91.890845832351744 -35.350308497591769 -0.19805868726984785
DSC05668.JPG 384438.19314442691 5708746.0007260507 128.87728765415892 92.202438104149962 -35.334914273798731 -0.014191961101513828
DSC05669.JPG 384438.71636403049 5708745.7623915011 128.87276838549622 92.601522954632884 -35.195505098657179 0.24479658217341646
DSC05670.JPG 384439.30973447644 5708745.5559051652 128.9392912261697 93.139370365341193 -35.099173674016654 0.63894175443927492
DSC05671.JPG 384439.86504549981 5708745.24237822 129.00452049333362 93.965410550023392 -34.908583175365081 1.1290830666748835
DSC05672.JPG 384440.39645244664 5708744.9875740549 129.04478928793912 94.654426094987116 -34.7156849991214 1.5229773379779097
DSC05673.JPG 384440.89383363974 5708744.7299535275 129.09075651224114 95.352878183150452 -34.554013224539851 1.9011167917366381
DSC05674.JPG 384442.53127493564 5708743.5318275569 129.03552580891534 90.546609352160516 -34.230872276356578 -0.65157161012092779
DSC05675.JPG 384442.9613001048 5708743.2377715735 129.01856905772803 90.271994008392866 -34.218733285758582 -0.80652323541801418
DSC05676.JPG 384443.65315050707 5708742.9348288281 128.95846106099407 89.727409596092869 -34.127788980767868 -1.0810910066803787
DSC05677.JPG 384444.09173954086 5708742.7777550826 128.89537032919023 89.630356595739542 -34.114356505491521 -1.2002448813804001
DSC05678.JPG 384444.37500466913 5708742.715955534 128.89804281367552 89.672565722497936 -34.065187653454366 -1.1862022751958892
